"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
29 Apr 2024 09:00:00.000,-4484.613557,4996.814088,2670.689422,2.719008,-1.165908,6.805719
29 Apr 2024 16:31:01.632,5179.881848,-5012.807361,92.069907,-0.758297,-0.879553,-7.348479
30 Apr 2024 04:22:15.064,5222.227492,-4967.424779,91.515491,-0.751025,-0.885766,-7.349387
30 Apr 2024 09:00:00.000,201.501788,1355.636667,7105.621812,5.424526,-4.973715,0.791635
30 Apr 2024 17:04:16.591,-5265.077958,4938.840700,12.240403,0.781344,0.854039,7.338551
1 May 2024 04:04:41.902,5305.711190,-4875.674006,90.172846,-0.736473,-0.897884,-7.351160
1 May 2024 09:00:00.000,4822.551355,-3554.382542,4030.598669,2.433956,-3.526257,-6.063583
1 May 2024 15:05:07.210,-5344.616504,4854.982389,12.435983,0.767643,0.865749,7.336991
2 May 2024 00:23:56.310,5375.969524,-4795.950622,88.786445,-0.723974,-0.907957,-7.352673
2 May 2024 09:00:00.000,4412.958132,-4603.795266,-3326.038531,-3.307033,1.557275,-6.496898
2 May 2024 21:33:58.792,-5452.540228,4736.738548,12.692516,0.748458,0.881522,7.334847
3 May 2024 09:00:00.000,-782.409888,-804.829390,-7096.852737,-5.663065,4.848012,0.063203
3 May 2024 13:39:12.674,5501.632426,-4647.294651,85.588106,-0.701098,-0.925634,-7.355400
3 May 2024 18:44:01.265,5518.447666,-4626.768799,85.086291,-0.697977,-0.927958,-7.355777
4 May 2024 09:00:00.000,-5285.107099,3694.792602,-3229.409661,-1.967307,2.955106,6.532193
4 May 2024 11:40:03.228,5573.952721,-4557.913817,83.388947,-0.687534,-0.935654,-7.357020
5 May 2024 06:17:41.386,5634.000217,-4481.505148,81.249335,-0.676144,-0.943835,-7.358339
5 May 2024 09:00:00.000,-4236.565382,4195.355061,4101.556727,3.909313,-1.900944,5.998287
5 May 2024 15:36:30.458,-5677.102229,4472.350384,13.196681,0.706174,0.913985,7.330408
6 May 2024 00:55:19.508,5692.991425,-4404.329177,78.837864,-0.664839,-0.951720,-7.359657
6 May 2024 09:00:00.000,1355.457662,370.342776,7093.150296,5.751205,-4.585671,-0.877786
6 May 2024 10:14:08.558,-5738.125051,4395.796661,13.314406,0.694051,0.922726,7.329193
6 May 2024 16:09:45.225,5740.486940,-4340.622665,76.838945,-0.655518,-0.958082,-7.360713
7 May 2024 03:10:10.457,-5792.704895,4325.469181,13.454822,0.683000,0.930500,7.328094
7 May 2024 09:00:00.000,5642.316605,-3669.271091,2570.549564,1.499149,-2.453737,-6.864912
7 May 2024 16:42:59.964,-5835.707204,4268.722056,13.636315,0.674179,0.936553,7.327249
8 May 2024 05:25:01.362,5853.561118,-4182.858964,71.430698,-0.632803,-0.972980,-7.363253
8 May 2024 09:00:00.000,3956.174836,-3729.885756,-4694.833404,-4.528739,2.161087,-5.522442
8 May 2024 15:34:38.479,5883.660242,-4139.363432,69.778934,-0.626675,-0.976865,-7.363912
8 May 2024 20:39:27.027,5898.582936,-4117.539708,68.916300,-0.623632,-0.978773,-7.364244
9 May 2024 09:00:00.000,-2058.468583,95.854508,-6893.659876,-5.800069,4.321741,1.764412
9 May 2024 11:53:52.665,5942.894756,-4051.678990,66.600937,-0.614200,-0.984611,-7.365247
10 May 2024 09:00:00.000,-6004.336264,3653.292618,-1690.024228,-0.867586,1.916604,7.114104
10 May 2024 09:54:42.997,6005.590462,-3955.859382,62.627199,-0.600993,-0.992543,-7.366628
11 May 2024 01:09:08.618,6048.134160,-3888.905728,60.316057,-0.591384,-0.998204,-7.367562
11 May 2024 09:00:00.000,-3628.300722,3304.773296,5322.708164,5.063819,-2.314672,4.878282
11 May 2024 14:41:57.808,6085.171182,-3829.332267,55.986361,-0.584771,-1.001880,-7.368382
12 May 2024 05:05:34.979,-6158.983317,3799.399190,14.123503,0.601705,0.982088,7.321027
12 May 2024 09:00:00.000,2654.248467,-388.063809,6701.075344,5.732271,-3.978110,-2.530267
12 May 2024 12:42:47.687,6144.414104,-3731.298696,52.612062,-0.570706,-1.009819,-7.369640
12 May 2024 16:05:59.972,6153.385601,-3716.150673,51.895793,-0.568699,-1.010906,-7.369832
13 May 2024 03:06:24.888,-6219.963720,3700.975860,14.642798,0.587124,0.990371,7.319893
13 May 2024 09:00:00.000,6216.286259,-3488.319839,940.312998,0.251826,-1.481756,-7.306075
13 May 2024 14:57:37.870,-6252.125529,3647.537909,14.650609,0.579008,0.994869,7.319322
14 May 2024 01:07:14.693,-6279.325853,3601.495039,14.717824,0.572095,0.998645,7.318840
14 May 2024 09:00:00.000,3118.906930,-2817.600719,-5825.839927,-5.651423,2.434464,-4.216246
14 May 2024 12:58:27.623,-6310.614876,3547.528237,14.855254,0.564062,1.002954,7.318289
14 May 2024 21:26:28.254,-6332.664320,3508.808258,14.881799,0.558244,1.006015,7.317913
15 May 2024 07:36:05.008,-6358.831178,3462.139072,14.839645,0.551189,1.009689,7.317456
15 May 2024 09:00:00.000,-3421.986850,727.886964,-6305.914727,-5.540437,3.612339,3.384717
15 May 2024 22:50:30.110,-6397.383251,3391.793070,15.032486,0.540811,1.014964,7.316805
16 May 2024 09:00:00.000,-6426.102748,3337.621935,-34.869153,0.487708,1.042442,7.316333
16 May 2024 13:14:07.096,6385.405003,-3292.182874,30.900781,-0.513659,-1.039113,-7.374589
17 May 2024 03:37:44.040,-6468.029175,3257.713048,15.184619,0.520924,1.024721,7.315640
17 May 2024 09:00:00.000,-2649.120371,2424.038090,6279.574058,6.079184,-2.420319,3.471051
17 May 2024 15:28:56.808,-6496.267913,3202.070638,15.222790,0.512687,1.028641,7.315193
18 May 2024 00:47:45.367,6466.514065,-3126.654856,22.093579,-0.492843,-1.048820,-7.376129
18 May 2024 09:00:00.000,4001.694620,-875.917219,5922.631307,5.300933,-3.240030,-4.095291
18 May 2024 12:38:58.057,6492.636013,-3071.038537,19.208068,-0.485796,-1.051978,-7.376605
18 May 2024 21:06:58.544,6511.000841,-3031.221124,17.014204,-0.480874,-1.054153,-7.376925
19 May 2024 09:00:00.000,6443.242618,-3071.118783,-786.999682,-1.235589,-0.702381,-7.331863
19 May 2024 11:30:35.334,-6596.835270,2993.155628,15.348512,0.481899,1.042576,7.313693
20 May 2024 06:08:12.335,-6637.268869,2903.803984,15.542954,0.468953,1.048144,7.313148
20 May 2024 09:00:00.000,1927.724046,-1976.387821,-6642.372709,-6.541189,2.391228,-2.638645
20 May 2024 18:50:12.981,6606.101897,-2814.313166,4.937678,-0.454268,-1.065541,-7.378485
21 May 2024 09:00:00.000,-4746.749498,1055.325794,-5349.712585,-4.859753,2.832441,4.828695
21 May 2024 18:32:38.094,6652.651098,-2700.699593,-1.571306,-0.440557,-1.071110,-7.379196
22 May 2024 09:00:00.000,-6465.887508,2824.076583,1647.722679,2.000340,0.412190,7.114013
23 May 2024 01:01:27.432,6709.740879,-2553.641586,-10.125833,-0.422991,-1.077940,-7.379937
23 May 2024 09:00:00.000,-1347.484418,1659.920099,6895.557861,6.829481,-2.244390,1.838337
23 May 2024 17:06:40.082,-6802.070560,2499.096879,16.013933,0.410408,1.071117,7.311304
24 May 2024 04:57:52.516,-6823.558254,2440.464757,16.116909,0.402009,1.074126,7.311101
24 May 2024 09:00:00.000,5260.044771,-1065.844716,4778.016957,4.433166,-2.478148,-5.463372
24 May 2024 16:49:04.942,-6844.493198,2381.624321,16.103658,0.393483,1.077102,7.310954
25 May 2024 04:40:17.353,-6864.910052,2322.602350,16.173436,0.385024,1.079995,7.310815
25 May 2024 09:00:00.000,6249.192093,-2503.719457,-2499.254410,-2.827059,-0.196798,-6.908606
25 May 2024 19:03:53.836,6822.647760,-2231.155049,-28.935067,-0.384762,-1.091755,-7.381043
26 May 2024 09:00:00.000,469.026586,-1311.982941,-7073.862397,-7.075554,2.083349,-0.891486
26 May 2024 11:59:54.374,6849.204321,-2147.646609,-33.809043,-0.374917,-1.095074,-7.381224
27 May 2024 05:46:42.926,-6943.832468,2076.214625,16.349291,0.349700,1.091322,7.310473
27 May 2024 09:00:00.000,-5893.196869,1078.413286,-4071.831919,-3.785061,2.101671,6.002174
27 May 2024 13:23:55.157,6887.199964,-2021.891027,-41.199152,-0.360180,-1.099886,-7.381377
27 May 2024 18:28:43.299,6894.497627,-1996.652056,-42.717950,-0.357267,-1.100807,-7.381434
28 May 2024 06:19:55.623,6911.252834,-1937.674327,-46.174504,-0.350369,-1.102972,-7.381470
28 May 2024 09:00:00.000,-6075.336820,2214.081812,3256.077171,3.543402,0.075087,6.502806
28 May 2024 18:11:07.939,6927.516615,-1878.566600,-49.591903,-0.343430,-1.105105,-7.381489
28 May 2024 23:15:56.068,6934.334604,-1853.195013,-51.031837,-0.340429,-1.106014,-7.381494
29 May 2024 00:06:44.090,-7004.529817,1861.646454,16.469126,0.318983,1.100204,7.310422
29 May 2024 09:00:00.000,186.119266,1104.176436,7113.147065,7.204216,-1.852176,0.062320
29 May 2024 11:57:56.375,-7020.323870,1801.186934,16.507028,0.310337,1.102534,7.310438
30 May 2024 06:35:32.810,-7043.967446,1705.941043,16.529618,0.296708,1.106098,7.310572
30 May 2024 09:00:00.000,6285.187257,-972.201020,3323.850207,3.164314,-1.809595,-6.521853
30 May 2024 21:49:57.140,-7062.305358,1627.768263,16.581675,0.285556,1.108878,7.310732
31 May 2024 09:00:00.000,5612.761107,-1897.844027,-4074.391969,-4.356846,-0.004718,-6.049846
31 May 2024 09:41:09.369,-7075.957790,1566.862719,16.720269,0.276963,1.110951,7.310857
31 May 2024 13:55:09.437,7011.153885,-1538.331368,-69.177646,-0.303571,-1.116459,-7.381114
1 Jun 2024 01:46:21.683,7024.159655,-1478.342909,-72.362602,-0.296308,-1.118363,-7.380973
1 Jun 2024 09:00:00.000,-1131.516594,-902.493063,-7082.162540,-7.177332,1.604397,0.907560
1 Jun 2024 17:51:34.001,-7110.253671,1400.846979,16.730628,0.253178,1.116330,7.311341
2 Jun 2024 09:00:00.000,-6736.008707,842.223068,-2545.265792,-2.388577,1.529451,6.830725
2 Jun 2024 09:56:46.259,7056.969696,-1315.168075,-81.697454,-0.277280,-1.123127,-7.380431
3 Jun 2024 02:01:58.497,-7140.495322,1234.079551,16.792142,0.229323,1.121233,7.311980
3 Jun 2024 09:00:00.000,-5252.912391,1622.894151,4687.356162,4.976846,0.040291,5.502178
3 Jun 2024 13:53:10.639,-7150.639842,1172.460621,16.832955,0.220504,1.122889,7.312234
4 Jun 2024 01:44:22.756,-7160.212170,1110.769788,16.892286,0.211700,1.124503,7.312522
4 Jun 2024 09:00:00.000,1823.422070,819.932010,6899.216919,7.123807,-1.340963,-1.751516
4 Jun 2024 12:44:46.850,7101.294090,-1056.021883,-95.795084,-0.246526,-1.130150,-7.379307
5 Jun 2024 00:35:58.941,7110.320401,-995.334137,-99.070205,-0.239327,-1.131676,-7.378987
5 Jun 2024 09:00:00.000,6953.756770,-654.829491,1647.117617,1.589307,-1.340965,-7.177825
5 Jun 2024 13:17:59.008,-7185.632527,925.217368,16.963911,0.185067,1.128972,7.313493
6 Jun 2024 01:59:59.051,7127.985955,-865.009360,-105.850124,-0.223650,-1.134825,-7.378228
6 Jun 2024 09:00:00.000,4567.555347,-1371.254415,-5404.144104,-5.667911,-0.111588,-4.811679
6 Jun 2024 16:23:35.072,-7201.652307,783.425670,16.956433,0.164603,1.131976,7.314361
7 Jun 2024 09:00:00.000,-2736.262587,-783.751719,-6661.517515,-6.820169,1.072333,2.650671
7 Jun 2024 11:51:59.039,7147.952183,-690.721251,-114.617109,-0.202451,-1.138701,-7.377084
8 Jun 2024 03:06:22.982,7155.613219,-612.154690,-118.487210,-0.192838,-1.140334,-7.376495
8 Jun 2024 09:00:00.000,-7182.532445,431.291869,-851.150871,-0.766515,1.198444,7.263605
8 Jun 2024 21:43:58.850,7163.805965,-515.930472,-122.954927,-0.180820,-1.142237,-7.375784
9 Jun 2024 09:00:00.000,-4038.113387,1163.535363,5852.085977,6.167691,0.272082,4.147930
9 Jun 2024 17:12:22.666,-7230.335581,401.218898,17.116437,0.109346,1.138313,7.317189
10 Jun 2024 05:54:22.496,7175.063188,-349.548984,-130.780119,-0.160211,-1.145235,-7.374377
10 Jun 2024 09:00:00.000,3421.889358,828.404813,6247.982454,6.553376,-0.831122,-3.489428
10 Jun 2024 16:54:46.334,-7235.156313,276.544570,17.160233,0.091194,1.139823,7.318261
11 Jun 2024 04:45:58.120,-7236.746729,214.153106,17.101800,0.082003,1.140482,7.318812
11 Jun 2024 09:00:00.000,7181.349435,-211.425350,-151.427004,-0.157614,-1.147035,-7.372794
11 Jun 2024 18:18:45.873,-7237.865226,142.883086,17.085925,0.071534,1.141150,7.319482
12 Jun 2024 03:37:33.697,7184.635275,-112.568753,-141.078672,-0.130136,-1.148887,-7.372156
12 Jun 2024 09:00:00.000,3188.295657,-1028.248703,-6403.527888,-6.636861,-0.452947,-3.272386
12 Jun 2024 16:19:33.422,-7238.147868,27.048798,17.143344,0.054567,1.142037,7.320608
13 Jun 2024 07:33:57.069,-7237.223800,-53.125269,17.132913,0.042737,1.142509,7.321423
13 Jun 2024 09:00:00.000,-4210.547144,-947.176785,-5827.849002,-6.018169,0.609396,4.243915
13 Jun 2024 18:34:20.796,7186.799645,89.600100,-149.232178,-0.103959,-1.151369,-7.370081
14 Jun 2024 06:25:32.477,7186.349681,151.194065,-151.521274,-0.095814,-1.152010,-7.369430
14 Jun 2024 09:00:00.000,-7172.687086,-44.306703,919.592736,0.962810,1.158097,7.261549
14 Jun 2024 18:16:44.143,7185.402357,212.758222,-153.821975,-0.087696,-1.152579,-7.368750
15 Jun 2024 06:07:55.778,7183.926016,274.352905,-155.992717,-0.079453,-1.153102,-7.368071
15 Jun 2024 09:00:00.000,-2514.307299,931.746262,6665.517169,6.990148,0.695506,2.500674
15 Jun 2024 17:08:19.421,-7225.537012,-355.691165,17.170661,-0.002163,1.143196,7.324694
16 Jun 2024 04:59:31.015,-7221.532423,-417.917414,17.047314,-0.011596,1.143115,7.325396
16 Jun 2024 09:00:00.000,4828.875033,1105.895842,5183.892964,5.515430,-0.447321,-5.024692
17 Jun 2024 02:09:30.249,7173.949206,503.095845,-163.521507,-0.048406,-1.154499,-7.365426
17 Jun 2024 09:00:00.000,6930.131597,239.921390,-1951.591051,-1.909111,-1.257606,-7.084514
18 Jun 2024 01:51:53.326,7165.649493,626.185372,-167.208387,-0.031396,-1.154878,-7.363914
18 Jun 2024 09:00:00.000,1591.347820,-944.199461,-7003.024892,-7.174980,-0.930344,-1.530917
18 Jun 2024 17:06:16.705,7159.227999,705.252313,-169.453325,-0.020369,-1.154979,-7.362915
19 Jun 2024 05:48:16.158,-7184.857570,-798.865366,17.031696,-0.069095,1.141013,7.330069
19 Jun 2024 09:00:00.000,-5421.067452,-1342.878972,-4621.654593,-4.826301,0.326829,5.592326
19 Jun 2024 17:39:27.636,-7176.941578,-860.632044,17.038009,-0.078497,1.140398,7.330875
19 Jun 2024 21:53:27.446,7144.747863,854.506364,-173.332399,0.000756,-1.154850,-7.360999
20 Jun 2024 06:21:27.048,7139.887363,898.378315,-174.383163,0.007042,-1.154732,-7.360443
20 Jun 2024 09:00:00.000,-6687.818981,-462.447023,2656.962077,2.653255,1.417164,6.800426
20 Jun 2024 19:03:26.438,-7158.175204,-992.744017,17.017325,-0.098728,1.138796,7.332619
21 Jun 2024 06:03:49.888,7124.915784,1021.071936,-177.093352,0.024810,-1.154174,-7.358827
21 Jun 2024 09:00:00.000,-812.599160,990.385192,7055.247656,7.343338,1.200808,0.658760
21 Jun 2024 23:50:36.961,-7133.927869,-1142.016435,16.896712,-0.121837,1.136535,7.334630
22 Jun 2024 09:00:00.000,5902.155939,1582.875807,3769.670470,4.100197,-0.297550,-6.233293
22 Jun 2024 23:32:59.667,-7111.584149,-1264.474627,16.887727,-0.140825,1.134330,7.336333
23 Jun 2024 09:00:00.000,6219.465663,577.304930,-3629.538120,-3.497352,-1.650167,-6.334257
23 Jun 2024 15:38:10.752,7079.897233,1318.156431,-182.360959,0.068904,-1.151526,-7.354794
23 Jun 2024 20:42:58.453,7075.340953,1344.301378,-182.738199,0.072855,-1.151198,-7.354426
24 Jun 2024 06:01:45.900,-7079.724984,-1421.286264,16.789142,-0.165385,1.130998,7.338568
24 Jun 2024 09:00:00.000,-83.067263,-1154.602355,-7159.163840,-7.240783,-1.423966,0.306498
24 Jun 2024 17:02:09.241,7056.125289,1448.724111,-184.084242,0.088775,-1.149728,-7.352985
24 Jun 2024 22:06:56.927,7051.084883,1474.803495,-184.366536,0.092797,-1.149316,-7.352620
25 Jun 2024 07:25:44.341,-7050.526331,-1551.346622,16.761057,-0.185840,1.127808,7.340442
25 Jun 2024 09:00:00.000,-6258.542890,-1882.414533,-3107.071010,-3.335720,0.313266,6.608572
25 Jun 2024 22:40:07.352,-7031.847261,-1629.103532,16.731087,-0.198143,1.125706,7.341579
26 Jun 2024 09:00:00.000,-5760.745600,-703.093743,4244.310866,4.150160,1.936496,5.883573
27 Jun 2024 01:45:41.475,-6996.512294,-1766.847216,16.464874,-0.220272,1.121545,7.343601
27 Jun 2024 09:00:00.000,908.956290,1356.526177,6978.362685,7.180156,1.655251,-1.251669
28 Jun 2024 08:14:27.241,-6953.528526,-1920.762563,16.518374,-0.244829,1.116444,7.345914
28 Jun 2024 09:00:00.000,6540.709737,2151.734577,2097.584083,2.448944,-0.453153,-7.021386
29 Jun 2024 04:33:37.647,-6922.970499,-2022.845876,16.381030,-0.261386,1.112664,7.347467
29 Jun 2024 09:00:00.000,5119.741611,692.783008,-5074.580001,-4.785285,-2.255283,-5.175946
29 Jun 2024 18:06:24.551,-6901.757179,-2090.612395,16.401811,-0.272316,1.110033,7.348517
30 Jun 2024 06:48:23.480,6891.396470,2129.381570,-186.664935,0.197517,-1.133119,-7.343379
30 Jun 2024 09:00:00.000,-1692.743781,-1650.849129,-6854.184702,-6.837489,-1.806828,2.137684
1 Jul 2024 01:25:57.853,6863.186408,2222.985355,-186.140769,0.213164,-1.129775,-7.342068
1 Jul 2024 09:00:00.000,-6650.241948,-2447.980766,-1365.940844,-1.665032,0.624200,7.214978

